key,generation,grandChild,survivedTime,eatenTrees,reproduced,timeOfDeath,causeOfDeath,fitness
2, 1, 0, 2, 0, 0, 0, 2, -1
2, 1, 0, 3, 0, 0, 0, 2, -2
2, 1, 0, 4, 0, 0, 0, 2, -3
2, 1, 0, 5, 0, 0, 0, 2, -4
1, 1, 0, 49, 0, 0, 0, 2, -1
1, 1, 0, 50, 0, 0, 0, 2, -2
1, 1, 0, 51, 0, 0, 0, 2, -3
1, 1, 0, 52, 0, 0, 0, 2, -4
4, 1, 0, 57, 0, 0, 0, 1, 0
4, 1, 0, 58, 0, 0, 0, 1, 0
4, 1, 0, 59, 0, 0, 0, 1, 0
4, 1, 0, 60, 0, 0, 0, 1, 0
0, 1, 0, 65, 0, 0, 0, 1, 0
3, 1, 0, 65, 0, 0, 0, 1, 0
0, 1, 0, 66, 0, 0, 0, 1, 0
3, 1, 0, 66, 0, 0, 0, 1, 0
5, 1, 0, 65, 0, 0, 0, 1, 0
0, 1, 0, 67, 0, 0, 0, 1, 0
3, 1, 0, 67, 0, 0, 0, 1, 0
5, 1, 0, 66, 0, 0, 0, 1, 0
0, 1, 0, 68, 0, 0, 0, 1, 0
3, 1, 0, 68, 0, 0, 0, 1, 0
5, 1, 0, 67, 0, 0, 0, 1, 0
5, 1, 0, 68, 0, 0, 0, 1, 0
6, 1, 0, 57, 0, 0, 0, 1, 0
6, 1, 0, 58, 0, 0, 0, 1, 0
6, 1, 0, 59, 0, 0, 0, 1, 0
6, 1, 0, 60, 0, 0, 0, 1, 0
7, 1, 0, 65, 0, 0, 0, 1, 0
7, 1, 0, 66, 0, 0, 0, 1, 0
10, 1, 0, 57, 0, 0, 0, 1, 0
7, 1, 0, 67, 0, 0, 0, 1, 0
10, 1, 0, 58, 0, 0, 0, 1, 0
7, 1, 0, 68, 0, 0, 0, 1, 0
10, 1, 0, 59, 0, 0, 0, 1, 0
10, 1, 0, 60, 0, 0, 0, 1, 0
8, 1, 0, 65, 0, 0, 0, 1, 0
9, 1, 0, 65, 0, 0, 0, 1, 0
8, 1, 0, 66, 0, 0, 0, 1, 0
9, 1, 0, 66, 0, 0, 0, 1, 0
8, 1, 0, 67, 0, 0, 0, 1, 0
9, 1, 0, 67, 0, 0, 0, 1, 0
8, 1, 0, 68, 0, 0, 0, 1, 0
9, 1, 0, 68, 0, 0, 0, 1, 0
11, 1, 0, 65, 0, 0, 0, 1, 0
11, 1, 0, 66, 0, 0, 0, 1, 0
11, 1, 0, 67, 0, 0, 0, 1, 0
11, 1, 0, 68, 0, 0, 0, 1, 0
12, 1, 0, 57, 0, 0, 0, 1, 0
12, 1, 0, 58, 0, 0, 0, 1, 0
12, 1, 0, 59, 0, 0, 0, 1, 0
12, 1, 0, 60, 0, 0, 0, 1, 0
13, 1, 0, 65, 0, 0, 0, 1, 0
13, 1, 0, 66, 0, 0, 0, 1, 0
13, 1, 0, 67, 0, 0, 0, 1, 0
13, 1, 0, 68, 0, 0, 0, 1, 0
14, 1, 0, 65, 0, 0, 0, 1, 0
15, 1, 0, 65, 0, 0, 0, 1, 0
14, 1, 0, 66, 0, 0, 1, 1, 0
15, 1, 0, 66, 0, 0, 1, 1, 0
14, 1, 0, 67, 0, 0, 1, 1, 0
15, 1, 0, 67, 0, 0, 1, 1, 0
14, 1, 0, 68, 0, 0, 1, 1, 0
15, 1, 0, 68, 0, 0, 1, 1, 0
17, 1, 0, 57, 0, 0, 1, 1, 0
16, 1, 0, 66, 0, 0, 1, 1, 0
17, 1, 0, 58, 0, 0, 1, 1, 0
16, 1, 0, 67, 0, 0, 1, 1, 0
17, 1, 0, 59, 0, 0, 1, 1, 0
16, 1, 0, 68, 0, 0, 1, 1, 0
17, 1, 0, 60, 0, 0, 1, 1, 0
16, 1, 0, 69, 0, 0, 1, 1, 0
19, 1, 0, 57, 0, 0, 1, 1, 0
18, 1, 0, 65, 0, 0, 1, 1, 0
19, 1, 0, 58, 0, 0, 1, 1, 0
18, 1, 0, 66, 0, 0, 1, 1, 0
19, 1, 0, 59, 0, 0, 1, 1, 0
18, 1, 0, 67, 0, 0, 1, 1, 0
19, 1, 0, 60, 0, 0, 1, 1, 0
18, 1, 0, 68, 0, 0, 1, 1, 0
19, 1, 0, 61, 0, 0, 1, 1, 0
20, 1, 0, 65, 0, 0, 1, 1, 0
20, 1, 0, 66, 0, 0, 1, 1, 0
20, 1, 0, 67, 0, 0, 1, 1, 0
20, 1, 0, 68, 0, 0, 1, 1, 0
21, 1, 0, 57, 0, 0, 1, 1, 0
21, 1, 0, 58, 0, 0, 1, 1, 0
21, 1, 0, 59, 0, 0, 1, 1, 0
21, 1, 0, 60, 0, 0, 1, 1, 0
22, 1, 0, 65, 0, 0, 1, 1, 0
22, 1, 0, 66, 0, 0, 1, 1, 0
22, 1, 0, 67, 0, 0, 1, 1, 0
22, 1, 0, 68, 0, 0, 1, 1, 0
24, 1, 0, 57, 0, 0, 1, 1, 0
24, 1, 0, 58, 0, 0, 1, 1, 0
24, 1, 0, 59, 0, 0, 1, 1, 0
24, 1, 0, 60, 0, 0, 1, 1, 0
23, 1, 0, 65, 0, 0, 1, 1, 0
25, 1, 0, 57, 0, 0, 1, 1, 0
23, 1, 0, 66, 0, 0, 1, 1, 0
25, 1, 0, 58, 0, 0, 1, 1, 0
23, 1, 0, 67, 0, 0, 1, 1, 0
25, 1, 0, 59, 0, 0, 1, 1, 0
23, 1, 0, 68, 0, 0, 1, 1, 0
25, 1, 0, 60, 0, 0, 1, 1, 0
30, 1, 0, 6, 0, 0, 1, 2, -1
30, 1, 0, 7, 0, 0, 1, 2, -2
30, 1, 0, 8, 0, 0, 1, 2, -3
30, 1, 0, 9, 0, 0, 1, 2, -4
30, 1, 0, 10, 0, 0, 1, 2, -5
26, 1, 0, 65, 0, 0, 1, 1, 0
26, 1, 0, 66, 0, 0, 1, 1, 0
26, 1, 0, 67, 0, 0, 1, 1, 0
26, 1, 0, 68, 0, 0, 1, 1, 0
28, 1, 0, 57, 0, 0, 1, 1, 0
28, 1, 0, 58, 0, 0, 1, 1, 0
28, 1, 0, 59, 0, 0, 1, 1, 0
28, 1, 0, 60, 0, 0, 1, 1, 0
27, 1, 0, 76, 0, 0, 1, 1, 0
27, 1, 0, 77, 0, 0, 1, 1, 0
27, 1, 0, 78, 0, 0, 1, 1, 0
27, 1, 0, 79, 0, 0, 1, 1, 0
29, 1, 0, 65, 0, 0, 1, 1, 0
29, 1, 0, 66, 0, 0, 1, 1, 0
29, 1, 0, 67, 0, 0, 1, 1, 0
29, 1, 0, 68, 0, 0, 1, 1, 0
29, 1, 0, 69, 0, 0, 1, 1, 0
35, 1, 0, 9, 0, 0, 1, 2, -1
35, 1, 0, 10, 0, 0, 1, 2, -2
35, 1, 0, 11, 0, 0, 1, 2, -3
35, 1, 0, 12, 0, 0, 1, 2, -4
32, 1, 0, 57, 0, 0, 1, 1, 0
32, 1, 0, 58, 0, 0, 1, 1, 0
32, 1, 0, 59, 0, 0, 1, 1, 0
32, 1, 0, 60, 0, 0, 1, 1, 0
33, 1, 0, 65, 0, 0, 2, 1, 0
33, 1, 0, 66, 0, 0, 2, 1, 0
33, 1, 0, 67, 0, 0, 2, 1, 0
33, 1, 0, 68, 0, 0, 2, 1, 0
34, 1, 0, 65, 0, 0, 2, 1, 0
34, 1, 0, 66, 0, 0, 2, 1, 0
34, 1, 0, 67, 0, 0, 2, 1, 0
34, 1, 0, 68, 0, 0, 2, 1, 0
34, 1, 0, 69, 0, 0, 2, 1, 0
36, 1, 0, 57, 0, 0, 2, 1, 0
36, 1, 0, 58, 0, 0, 2, 1, 0
36, 1, 0, 59, 0, 0, 2, 1, 0
36, 1, 0, 60, 0, 0, 2, 1, 0
31, 1, 0, 130, 1, 0, 2, 1, 1
31, 1, 0, 131, 1, 0, 2, 1, 1
31, 1, 0, 132, 1, 0, 2, 1, 1
31, 1, 0, 133, 1, 0, 2, 1, 1
41, 1, 0, 16, 0, 0, 2, 2, -1
41, 1, 0, 17, 0, 0, 2, 2, -2
41, 1, 0, 18, 0, 0, 2, 2, -3
41, 1, 0, 19, 0, 0, 2, 2, -4
37, 1, 0, 64, 0, 0, 2, 1, 0
37, 1, 0, 65, 0, 0, 2, 1, 0
37, 1, 0, 66, 0, 0, 2, 1, 0
37, 1, 0, 67, 0, 0, 2, 1, 0
40, 1, 0, 37, 0, 0, 2, 2, -1
40, 1, 0, 38, 0, 0, 2, 2, -2
40, 1, 0, 39, 0, 0, 2, 2, -3
40, 1, 0, 40, 0, 0, 2, 2, -4
39, 1, 0, 47, 0, 0, 2, 2, -1
39, 1, 0, 48, 0, 0, 2, 2, -2
31, 1, 1, 2, 0, 0, 2, 2, -1
39, 1, 0, 49, 0, 0, 2, 2, -3
31, 1, 1, 3, 0, 0, 2, 2, -2
39, 1, 0, 50, 0, 0, 2, 2, -4
31, 1, 1, 4, 0, 0, 2, 2, -3
31, 1, 1, 5, 0, 0, 2, 2, -4
38, 1, 0, 65, 0, 0, 2, 1, 0
38, 1, 0, 66, 0, 0, 2, 1, 0
38, 1, 0, 67, 0, 0, 2, 1, 0
38, 1, 0, 68, 0, 0, 2, 1, 0
42, 1, 0, 57, 0, 0, 2, 1, 0
42, 1, 0, 58, 0, 0, 2, 1, 0
42, 1, 0, 59, 0, 0, 2, 1, 0
31, 1, 1, 65, 0, 0, 2, 1, 0
42, 1, 0, 60, 0, 0, 2, 1, 0
31, 1, 1, 66, 0, 0, 2, 1, 0
31, 1, 1, 67, 0, 0, 2, 1, 0
31, 1, 1, 68, 0, 0, 2, 1, 0
43, 1, 0, 57, 0, 0, 2, 1, 0
43, 1, 0, 58, 0, 0, 2, 1, 0
43, 1, 0, 59, 0, 0, 2, 1, 0
43, 1, 0, 60, 0, 0, 2, 1, 0
44, 1, 0, 65, 0, 0, 2, 1, 0
44, 1, 0, 66, 0, 0, 2, 1, 0
44, 1, 0, 67, 0, 0, 2, 1, 0
44, 1, 0, 68, 0, 0, 2, 1, 0
45, 1, 0, 65, 0, 0, 2, 1, 0
45, 1, 0, 66, 0, 0, 2, 1, 0
45, 1, 0, 67, 0, 0, 2, 1, 0
45, 1, 0, 68, 0, 0, 2, 1, 0
31, 1, 1, 65, 0, 0, 2, 1, 0
31, 1, 1, 66, 0, 0, 2, 1, 0
31, 1, 1, 67, 0, 0, 2, 1, 0
31, 1, 1, 68, 0, 0, 2, 1, 0
31, 1, 1, 65, 0, 0, 2, 1, 0
31, 1, 1, 66, 0, 0, 2, 1, 0
31, 1, 1, 67, 0, 0, 2, 1, 0
31, 1, 1, 68, 0, 0, 2, 1, 0
46, 1, 0, 57, 0, 0, 2, 1, 0
46, 1, 0, 58, 0, 0, 2, 1, 0
46, 1, 0, 59, 0, 0, 2, 1, 0
46, 1, 0, 60, 0, 0, 2, 1, 0
31, 1, 1, 17, 0, 0, 2, 2, -1
31, 1, 1, 18, 0, 0, 2, 2, -2
31, 1, 1, 19, 0, 0, 2, 2, -3
31, 1, 1, 20, 0, 0, 2, 2, -4
31, 1, 1, 21, 0, 0, 2, 2, -5
47, 1, 0, 60, 0, 0, 3, 1, 0
47, 1, 0, 61, 0, 0, 3, 1, 0
47, 1, 0, 62, 0, 0, 3, 1, 0
47, 1, 0, 63, 0, 0, 3, 1, 0
48, 1, 0, 65, 0, 0, 3, 1, 0
48, 1, 0, 66, 0, 0, 3, 1, 0
50, 1, 0, 57, 0, 0, 3, 1, 0
48, 1, 0, 67, 0, 0, 3, 1, 0
50, 1, 0, 58, 0, 0, 3, 1, 0
48, 1, 0, 68, 0, 0, 3, 1, 0
50, 1, 0, 59, 0, 0, 3, 1, 0
50, 1, 0, 60, 0, 0, 3, 1, 0
49, 1, 0, 65, 0, 0, 3, 1, 0
49, 1, 0, 66, 0, 0, 3, 1, 0
49, 1, 0, 67, 0, 0, 3, 1, 0
49, 1, 0, 68, 0, 0, 3, 1, 0
54, 1, 0, 9, 0, 0, 3, 2, -1
54, 1, 0, 10, 0, 0, 3, 2, -2
54, 1, 0, 11, 0, 0, 3, 2, -3
54, 1, 0, 12, 0, 0, 3, 2, -4
31, 1, 1, 238, 2, 0, 3, 1, 2
31, 1, 1, 239, 2, 0, 3, 1, 2
31, 1, 1, 240, 2, 0, 3, 1, 2
31, 1, 1, 241, 2, 0, 3, 1, 2
51, 1, 0, 58, 0, 0, 3, 1, 0
51, 1, 0, 59, 0, 0, 3, 1, 0
51, 1, 0, 60, 0, 0, 3, 1, 0
51, 1, 0, 61, 0, 0, 3, 1, 0
52, 1, 0, 57, 0, 0, 3, 1, 0
52, 1, 0, 58, 0, 0, 3, 1, 0
53, 1, 0, 57, 0, 0, 3, 1, 0
52, 1, 0, 59, 0, 0, 3, 1, 0
53, 1, 0, 58, 0, 0, 3, 1, 0
52, 1, 0, 60, 0, 0, 3, 1, 0
53, 1, 0, 59, 0, 0, 3, 1, 0
53, 1, 0, 60, 0, 0, 3, 1, 0
55, 1, 0, 57, 0, 0, 3, 1, 0
55, 1, 0, 58, 0, 0, 3, 1, 0
55, 1, 0, 59, 0, 0, 3, 1, 0
55, 1, 0, 60, 0, 0, 3, 1, 0
56, 1, 0, 57, 0, 0, 3, 1, 0
56, 1, 0, 58, 0, 0, 3, 1, 0
56, 1, 0, 59, 0, 0, 3, 1, 0
56, 1, 0, 60, 0, 0, 3, 1, 0
31, 1, 2, 57, 0, 0, 3, 1, 0
31, 1, 2, 58, 0, 0, 3, 1, 0
31, 1, 2, 59, 0, 0, 3, 1, 0
