key,generation,grandChild,survivedTime,eatenTrees,reproduced,timeOfDeath,causeOfDeath,fitness
2, 1, 0, 4, 0, 0, 1, 2, -1
2, 1, 0, 5, 0, 0, 1, 2, -2
2, 1, 0, 6, 0, 0, 1, 2, -3
2, 1, 0, 7, 0, 0, 1, 2, -4
0, 1, 0, 26, 0, 0, 1, 2, -1
0, 1, 0, 27, 0, 0, 1, 2, -2
0, 1, 0, 28, 0, 0, 1, 2, -3
0, 1, 0, 29, 0, 0, 1, 2, -4
1, 1, 0, 57, 0, 0, 2, 1, 0
1, 1, 0, 58, 0, 0, 2, 1, 0
1, 1, 0, 59, 0, 0, 2, 1, 0
1, 1, 0, 60, 0, 0, 2, 1, 0
3, 1, 0, 65, 0, 0, 2, 1, 0
4, 1, 0, 65, 0, 0, 2, 1, 0
3, 1, 0, 66, 0, 0, 2, 1, 0
4, 1, 0, 66, 0, 0, 2, 1, 0
3, 1, 0, 67, 0, 0, 2, 1, 0
4, 1, 0, 67, 0, 0, 2, 1, 0
3, 1, 0, 68, 0, 0, 2, 1, 0
4, 1, 0, 68, 0, 0, 2, 1, 0
5, 1, 0, 69, 0, 0, 2, 1, 0
5, 1, 0, 70, 0, 0, 2, 1, 0
5, 1, 0, 71, 0, 0, 2, 1, 0
5, 1, 0, 72, 0, 0, 2, 1, 0
6, 1, 0, 57, 0, 0, 2, 1, 0
6, 1, 0, 58, 0, 0, 2, 1, 0
6, 1, 0, 59, 0, 0, 2, 1, 0
6, 1, 0, 60, 0, 0, 2, 1, 0
8, 1, 0, 57, 0, 0, 3, 1, 0
8, 1, 0, 58, 0, 0, 3, 1, 0
8, 1, 0, 59, 0, 0, 3, 1, 0
8, 1, 0, 60, 0, 0, 3, 1, 0
9, 1, 0, 65, 0, 0, 3, 1, 0
9, 1, 0, 66, 0, 0, 3, 1, 0
9, 1, 0, 67, 0, 0, 3, 1, 0
7, 1, 0, 76, 0, 0, 3, 1, 0
9, 1, 0, 68, 0, 0, 3, 1, 0
7, 1, 0, 77, 0, 0, 3, 1, 0
7, 1, 0, 78, 0, 0, 3, 1, 0
7, 1, 0, 79, 0, 0, 3, 1, 0
10, 1, 0, 65, 0, 0, 3, 1, 0
10, 1, 0, 66, 0, 0, 3, 1, 0
10, 1, 0, 67, 0, 0, 3, 1, 0
10, 1, 0, 68, 0, 0, 3, 1, 0
11, 1, 0, 75, 0, 0, 3, 1, 0
11, 1, 0, 76, 0, 0, 4, 1, 0
11, 1, 0, 77, 0, 0, 4, 1, 0
11, 1, 0, 78, 0, 0, 4, 1, 0
16, 1, 0, 28, 0, 0, 4, 2, -1
16, 1, 0, 29, 0, 0, 4, 2, -2
13, 1, 0, 57, 0, 0, 4, 1, 0
16, 1, 0, 30, 0, 0, 4, 2, -3
13, 1, 0, 58, 0, 0, 4, 1, 0
16, 1, 0, 31, 0, 0, 4, 2, -4
13, 1, 0, 59, 0, 0, 4, 1, 0
13, 1, 0, 60, 0, 0, 4, 1, 0
14, 1, 0, 57, 0, 0, 4, 1, 0
14, 1, 0, 58, 0, 0, 4, 1, 0
14, 1, 0, 59, 0, 0, 4, 1, 0
14, 1, 0, 60, 0, 0, 4, 1, 0
12, 1, 0, 75, 0, 0, 4, 1, 0
12, 1, 0, 76, 0, 0, 4, 1, 0
12, 1, 0, 77, 0, 0, 4, 1, 0
12, 1, 0, 78, 0, 0, 4, 1, 0
20, 1, 0, 24, 0, 0, 5, 2, -1
20, 1, 0, 25, 0, 0, 5, 2, -2
20, 1, 0, 26, 0, 0, 5, 2, -3
20, 1, 0, 27, 0, 0, 5, 2, -4
15, 1, 0, 104, 1, 0, 5, 2, 0
17, 1, 0, 57, 0, 0, 5, 1, 0
15, 1, 0, 105, 1, 0, 5, 2, -1
17, 1, 0, 58, 0, 0, 5, 1, 0
15, 1, 0, 106, 1, 0, 5, 2, -2
17, 1, 0, 59, 0, 0, 5, 1, 0
15, 1, 0, 107, 1, 0, 5, 2, -3
17, 1, 0, 60, 0, 0, 5, 1, 0
18, 1, 0, 65, 0, 0, 5, 1, 0
18, 1, 0, 66, 0, 0, 5, 1, 0
18, 1, 0, 67, 0, 0, 5, 1, 0
18, 1, 0, 68, 0, 0, 5, 1, 0
19, 1, 0, 75, 0, 0, 5, 1, 0
19, 1, 0, 76, 0, 0, 5, 1, 0
19, 1, 0, 77, 0, 0, 5, 1, 0
19, 1, 0, 78, 0, 0, 5, 1, 0
23, 1, 0, 57, 0, 0, 6, 1, 0
23, 1, 0, 58, 0, 0, 6, 1, 0
23, 1, 0, 59, 0, 0, 6, 1, 0
23, 1, 0, 60, 0, 0, 6, 1, 0
22, 1, 0, 65, 0, 0, 6, 1, 0
22, 1, 0, 66, 0, 0, 6, 1, 0
22, 1, 0, 67, 0, 0, 6, 1, 0
22, 1, 0, 68, 0, 0, 6, 1, 0
24, 1, 0, 60, 1, 0, 6, 2, 0
24, 1, 0, 61, 1, 0, 6, 2, -1
24, 1, 0, 62, 1, 0, 6, 2, -2
24, 1, 0, 63, 1, 0, 6, 2, -3
25, 1, 0, 57, 0, 0, 6, 1, 0
25, 1, 0, 58, 0, 0, 6, 1, 0
25, 1, 0, 59, 0, 0, 6, 1, 0
25, 1, 0, 60, 0, 0, 6, 1, 0
27, 1, 0, 57, 0, 0, 7, 1, 0
27, 1, 0, 58, 0, 0, 7, 1, 0
26, 1, 0, 67, 0, 0, 7, 1, 0
27, 1, 0, 59, 0, 0, 7, 1, 0
26, 1, 0, 68, 0, 0, 7, 1, 0
27, 1, 0, 60, 0, 0, 7, 1, 0
28, 1, 0, 55, 0, 0, 7, 2, -1
26, 1, 0, 69, 0, 0, 7, 1, 0
28, 1, 0, 56, 0, 0, 7, 2, -2
26, 1, 0, 70, 0, 0, 7, 1, 0
28, 1, 0, 57, 0, 0, 7, 2, -3
28, 1, 0, 58, 0, 0, 7, 2, -4
29, 1, 0, 57, 0, 0, 7, 1, 0
29, 1, 0, 58, 0, 0, 7, 1, 0
29, 1, 0, 59, 0, 0, 7, 1, 0
29, 1, 0, 60, 0, 0, 7, 1, 0
21, 1, 0, 172, 2, 0, 8, 1, 2
21, 1, 0, 173, 2, 0, 8, 1, 2
21, 1, 0, 174, 2, 0, 8, 1, 2
21, 1, 0, 175, 2, 0, 8, 1, 2
32, 1, 0, 57, 0, 0, 8, 1, 0
32, 1, 0, 58, 0, 0, 8, 1, 0
32, 1, 0, 59, 0, 0, 8, 1, 0
32, 1, 0, 60, 0, 0, 8, 1, 0
30, 1, 0, 65, 0, 0, 8, 1, 0
30, 1, 0, 66, 0, 0, 8, 1, 0
30, 1, 0, 67, 0, 0, 8, 1, 0
31, 1, 0, 65, 0, 0, 8, 1, 0
30, 1, 0, 68, 0, 0, 8, 1, 0
31, 1, 0, 66, 0, 0, 8, 1, 0
30, 1, 0, 69, 0, 0, 8, 1, 0
31, 1, 0, 67, 0, 0, 8, 1, 0
31, 1, 0, 68, 0, 0, 8, 1, 0
33, 1, 0, 57, 0, 0, 8, 1, 0
33, 1, 0, 58, 0, 0, 8, 1, 0
33, 1, 0, 59, 0, 0, 8, 1, 0
33, 1, 0, 60, 0, 0, 8, 1, 0
34, 1, 0, 65, 0, 0, 9, 1, 0
34, 1, 0, 66, 0, 0, 9, 1, 0
